啊	a_
椰蓉	yers
也算	yesr
夜色	yese
耶稣	yesu
噎死	yesi
爷孙	yesy
液态	yetd
堨	yetv
液体	yeti
也挺	yetk
野兔	yetu
野生	yeug
也是	yeui
页数	yeuu
野兽	yeuz
有二说二	yeue
业者	yeve
野战	yevj
业障	yevh
野种	yevs
业主	yevu
野外	yewd
夜晚	yewj
腋窝	yewo
业务	yewu
言而无信	yewx
也许	yexu
野心	yexb
夜袭	yexi
也行	yexk
也想	yexl
夜宵	yexn
腋下	yexx
液压	yeya
也要	yeyc
爷爷	yeye
一二月份	yeyf
业已	yeyi
夜宴	yeyj
野营	yeyk
幼儿园	yeyr
也用	yeys
业余	yeyu
言而有信	yeyx
也有	yeyz
叶子	yezi
一而再，再而三	yezs
以防不测	yfbc
原封不动	yfbd
艳福不浅	yfbq
一发不可收	yfbu
有法不依	yfby
一夫当关，万夫莫开	yfdk
一夫当关	yfdg
一夫多妻	yfdq
要风得风	yfdf
要风得风，要雨得雨	yfdy
一帆风顺	yffu
一分耕耘	yfgy
一分耕耘，一分收获	yfgh
一番话	yfhx
一分货	yfho
一反常态	yfit
一分价钱一分货	yfjh
预付款	yfkr
一番口舌	yfku
有法可依	yfky
引发了	yfle
有凤来仪	yfly
幼发拉底	yfld
一方面	yfmm
吟风弄月	yfny
一分钱	yfqm
一分钱一分货	yfqh
一发千钧	yfqj
亦复如是	yfru
约法三章	yfsv
有负所托	yfst
严防死守	yfsu
用非所学	yfsx
有福同享	yftx
有福同享，有难同当	yftd
义愤填膺	yfty
一分收获	yfuh
一方水土养一方人	yfur
一分钟	yfvs
阴风阵阵	yfvv
有夫之妇	yfvf
一分为二	yfwe
以防万一	yfwy
一封信	yfxb
依附于	yfyu
愚夫愚妇	yfyf
应付裕如	yfyr
一分一秒	yfym
移风易俗	yfys
一夫一妻	yfyq
阳奉阴违	yfyw
鸢飞鱼跃	yfyy
应付自如	yfzr
一个半	ygbj
应该不能	ygbn
雁过拔毛	ygbm
一个比一个	ygbg
一官半职	ygbv
一个巴掌拍不响	ygbx
因果报应	ygby
一个鼻孔出气	ygbq
应该的	ygde
一个多月	ygdy
一个多钟	ygdv
阳关大道	ygdd
一个顶俩	ygdl
阳关道	ygdc
一锅端	ygdr
一个多小时	ygdu
一个多星期	ygdq
一个词	ygci
阳光灿烂	ygcl
一个二个	ygeg
一干二净	ygej
一概而论	ygel
有感而发	ygef
鱼贯而入	yger
一公分	ygff
仰观俯察	ygfi
一个方面	ygfm
以古非今	ygfj
异国风情	ygfq
一个个	ygge
云贵高原	yggy
因果关系	yggx
圆鼓鼓	yggu
一锅烩	yghv
叶公好龙	yghl
以观后效	yghx
衣冠楚楚	ygii
一个唱红脸，一个唱白脸	ygil
一根筋	ygjb
压根就	ygjq
一个接一个	ygjg
一个劲儿	ygje
一个机会	ygjh
英格兰	yglj
一个礼拜	yglb
一个例子	yglz
一个两个	yglg
一个来回	yglh
一个萝卜一个坑	yglk
眼观六路	ygll
雁过留声	yglu
一国两制	yglv
阴沟里翻船	ygli
眼观六路，耳听八方	yglf
一个梦	ygmg
阳光明媚	ygmm
欲盖弥彰	ygmv
一个模子	ygmz
一股脑儿	ygne
荧光屏	ygpk
言过其实	ygqu
衣冠禽兽	ygqu2
一个人	ygrf
艺高人胆大	ygrd
勇冠三军	ygsj
眼观四路	ygsl
一个头两个大	ygtd
雨过天晴	ygtq
异国他乡	ygtx
应该是	ygui
应该说	yguo
应该说是	yguu
掩过饰非	yguf
眼高手低	ygud
一个世纪	yguj
一个上午	yguw
一个手指	yguv
一个手指头	ygut
一个钟	ygvs
有功之臣	ygvi
阳刚之气	ygvq
有过之而无不及	ygvj
一锅粥	ygvz
倚官仗势	ygvu
一个钟头	ygvt
言归正传	ygvv
一个问题	ygwt
一个晚上	ygwu
一个小时	ygxu
一个星期	ygxq
一个下午	ygxw
因果循环	ygxh
一个月	ygyt
眼高于顶	ygyd
言归于好	ygyh
有根有据	ygyj
忧国忧民	ygym
一个原因	ygyy
于公于私	ygys
愚公移山	ygyu
莺歌燕舞	ygyw
一个一个	ygyg
鱼肝油	ygyz
一个愿打，一个愿挨	ygya
一个字	ygzi
一鼓作气	ygzq
油光锃亮	ygzl
一竿子到底	ygzd
一棍子打死	ygzs
裕固族	ygzu
样本	yhbf
样板	yhbj
养病	yhbk
扬鞭	yhbm
阴魂不散	yhbs
烟花爆竹	yhbv
一呼百应	yhby
一行白鹭上青天	yhbt
洋葱	yhcs
养大	yhda
玉皇大帝	yhdd
因祸得福	yhdf
羽化登仙	yhdx
银河倒泻	yhdx2
一挥而就	yhej
一哄而起	yheq
一会儿	yher
一哄而散	yhes
一哄而上	yheu
养分	yhff
月黑风高	yhfg
洋房	yhfh
扬帆	yhfj
欲火焚身	yhfu
羊羔	yhgc
秧歌	yhge
引吭高歌	yhgg
阳刚	yhgh
阳光	yhgl
阳关	yhgr
养狗	yhgz
央行	yhhh
养活	yhho
有话好说	yhhu
氧化	yhhx
洋车	yhie
养成	yhig
浴火重生	yhiu
雨后春笋	yhis
雨后初晴	yhiq
羽化成仙	yhix
阳春	yhiy
羊角	yhjn
养鸡	yhji
一会就好	yhjh
移花接木	yhjm
洋酒	yhjq
有话就说	yhju
养家	yhjx
有话快说	yhku
养老	yhlc
仰赖	yhld
阳历	yhli
眼花缭乱	yhll
养料	yhln
烟花柳巷	yhlx
依葫芦画瓢	yhlp
杨柳	yhlq
羊毛	yhmc
扬名	yhmk
仰面	yhmm
秧苗	yhmn
与虎谋皮	yhmp
仰慕	yhmu
杨梅	yhmw
羊奶	yhnd
洋妞	yhnq
欲壑难填	yhnt
养女	yhnv
样品	yhpb
卬	yhpe
洋炮	yhpc
羊皮	yhpi
阳平	yhpk
样片	yhpm
氧气	yhqi
洋枪	yhql
央求	yhqq
又好气又好笑	yhqx
迂回曲折	yhqv
羊群	yhqy
洋人	yhrf
羊绒	yhrs
羊肉	yhrz
阳台	yhtd
仰头	yhtz
羊驼	yhto
养身	yhuf
养生	yhug
养伤	yhuh
样式	yhui
野火烧不尽	yhuj
阳朔	yhuo
引火烧身	yhuu
一回生，二回熟	yhuu2
月黑杀人夜	yhuy
月黑杀人	yhur
养着	yhve
仰仗	yhvh
养殖	yhvi
佯装	yhvl
养猪	yhvu
有话直说	yhvu2
扬州	yhvz
阳宅	yhvd
有何指教	yhvj
洋文	yhwf
仰望	yhwh
仰卧	yhwo
有害无利	yhwl
贻害无穷	yhwq
洋务	yhwu
阳痿	yhww
倚红偎翠	yhwc
有害无益	yhwy
异乎寻常	yhxi
阳性	yhxk
洋相	yhxl
阳线	yhxm
鱼和熊掌	yhxv
鱼和熊掌不可兼得	yhxd
样样	yhyh
洋溢	yhyi
养眼	yhyj
养颜	yhyj2
颐和园	yhyr
仰泳	yhys
养育	yhyu
有话要说	yhyu2
样子	yhzi
炎黄子孙	yhzs
洋罪	yhzv
议政	yivg
一把	yiba
宜宾	yibb
一成不变	yibb2
医保	yibc
一百	yibd
扬长避短	yibd2
一本	yibf
一帮	yibh
一笔	yibi
一般	yibj
一并	yibk
一遍	yibm
仪表	yibn
衣钵	yibo
一别	yibp
一尘不染	yibr2
一步	yibu
一倍	yibw
阳春白雪	yibx2
臆测	yice
一层	yicg
一次	yici
一餐	yicj
依从	yics
一簇	yicu
一道	yidc
一代	yidd
医德	yide
一等	yidg
一挡	yidh
异地	yidi
一点	yidm
一朵	yido
一段	yidr
移动	yids
一度	yidu
一堆	yidv
一顿	yidy
一锤定音	yidy2
已成定局	yidj2
一差二错	yiec
一触而发	yief
扬长而去	yieq
依法	yifa
一份	yiff
一封	yifg
乙方	yifh
一番	yifj
衣服	yifu
依附	yifu2
已非	yifw
言出法随	yifs
一个	yige
廙	yigb
译稿	yigc
一概	yigd
一根	yigf
乙肝	yigj
异国	yigo
一贯	yigr
一共	yigs
已故	yigu
衣柜	yigv
一号	yihc
一盒	yihe
遗骸	yihd
遗恨	yihf
一行	yihh
遗憾	yihj
一晃	yihl
疑惑	yiho
一环	yihr
医护	yihu
一回	yihv
已婚	yihy
以后	yihz
议程	yiig
阴沉沉	yiif
异常	yiih
遗产	yiij
遗传	yiir
益虫	yiis
一斤	yijb
一触即发	yijf
以及	yiji
已经	yijk
意见	yijm
移交	yijn
一届	yijp
依旧	yijq
依据	yiju
一家	yijx
语出惊人	yijr
依靠	yikc
移开	yikd
一颗	yike
一看	yikj
一块	yikk
一口	yikz
一场空	yiks
依赖	yild
一愣	yilg
伊朗	yilh
毅力	yili
一览	yilj
衣领	yilk
一辆	yill
依恋	yilm
医疗	yiln
意料	yiln2
遗落	yilo
一列	yilp
遗留	yilq
一路	yilu
一律	yilv
一类	yilw
议论	yily
遗漏	yilz
一名	yimk
姨妈	yima
移民	yimb
夜长梦多	yimd
寅吃卯粮	yiml2
一门	yimf
乙醚	yimi
以免	yimm
疫苗	yimn
一抹	yimo
一幕	yimu
一筹莫展	yimv
一枚	yimw
一刹那	yina
旖旎	yini
疑难	yinj
姨娘	yinl
意念	yinm
义女	yinv
以内	yinw
一品	yipb
一排	yipd
一旁	yiph
一批	yipi
一匹	yipi2
一瓶	yipk
一篇	yipm
一盆	yipf
一瞥	yipp
一盘	yipj
一起	yiqi
仪器	yiqi2
怡情	yiqk
一枪	yiql
以前	yiqm
一切	yiqp
以求	yiqq
一圈	yiqr
乙炔	yiqt
一曲	yiqu
一群	yiqy
艺人	yirf
一日	yiri
依然	yirj
仪容	yirs
一色	yise
意思	yisi
一所	yiso
移送	yiss
一岁	yisv
阳春三月	yisy
一套	yitc
一台	yitd
一趟	yith
议题	yiti
一天	yitm
一条	yitn
依托	yito
疑团	yitr
异同	yits
意图	yitu
一头	yitz
一霎	yiua
一传十十传百	yiub
一身	yiuf
医生	yiug
以上	yiuh
衣裳	yiuh2
意识	yiui
言传身教	yiuj
遗孀	yiul
一说	yiuo
艺术	yiuu
一瞬	yiuy
一首	yiuz
依照	yivc
依着	yive
一阵	yivf
一张	yivh
一致	yivi
意志	yivi2
驿站	yivj
衣装	yivl
衣着	yivo
一种	yivs
遗嘱	yivu
一周	yivz
意外	yiwd
疑问	yiwf
腰缠万贯	yiwg
以往	yiwh
遗忘	yiwh2
一万	yiwj
遗臭万年	yiwn
一窝	yiwo
义务	yiwu
运筹帷幄之中	yiwv
运筹帷幄	yiww2
疑心	yixb
依循	yixy
以诚相待	yixd2
依稀	yixi
异性	yixk
一线	yixm
一笑	yixn
一些	yixp
意向	yixl
翌	yixl2
衣袖	yixq
疑凶	yixs
医学	yixt
以下	yixx
咿呀	yiya
意淫	yiyb
医药	yiyc
阴差阳错	yiyc2
宜嗔宜喜	yiyx
一夜	yiye
一样	yiyh
一唱一和	yiyh2
意义	yiyi
遗言	yiyj
医院	yiyr
易用	yiys
一月	yiyt
抑郁	yiyu
又臭又硬	yiyy
越扯越远	yiyy2
已有	yiyz
一早	yizc
一则	yize
胰脏	yizh
椅子	yizi
一锤子买卖	yizm
一座	yizo
一宗	yizs
彝族	yizu
移走	yizz
眼部	yjbu
盐巴	yjba
延安	yjan
眼白	yjbd
岩壁	yjbi
严办	yjbj
眼病	yjbk
演变	yjbm
演播	yjbo
玉洁冰清	yjbq
一蹶不振	yjbv
应接不暇	yjbx
有机玻璃	yjbl
月经不调	yjbt
烟草	yjcc
腌菜	yjcd
掩藏	yjch
言辞	yjci
烟囱	yjcs
引咎辞职	yjcv
一决雌雄	yjcx
雅加达	yjda
眼底	yjdi
有简打简	yjdj
唁电	yjdm
以己度人	yjdr
岩洞	yjds
研读	yjdu
烟斗	yjdz
油尽灯枯	yjdk2
引颈待戮	yjdl
研发	yjfa
盐分	yjff
严防	yjfh
厌烦	yjfj
眼福	yjfu
用进废退	yjft
掩盖	yjgd
严格	yjge
烟缸	yjgh
一将功成万骨枯	yjgk
眼光	yjgl
夜静更深	yjgu
烟鬼	yjgv
烟垢	yjgz
远近高低各不同	yjgt
一决高下	yjgx
演好	yjhc
沿海	yjhd
厌恨	yjhf
有机合成	yjhi
养家糊口	yjhk
炎黄	yjhl
烟火	yjho
延缓	yjhr
眼红	yjhs
掩护	yjhu
宴会	yjhv
眼花	yjhx
衣锦还乡	yjhx2
咽喉	yjhz
欲拒还迎	yjhy
严查	yjia
演唱	yjih
延长	yjih2
延迟	yjii
眼馋	yjij
一举成名	yjim
演出	yjiu
殃及池鱼	yjiy
一箭穿心	yjix
严禁	yjjb
严谨	yjjb2
引经据典	yjjd
远交近攻	yjjg
演技	yjji
眼睛	yjjk
眼镜	yjjk2
演讲	yjjl
眼见	yjjm
眼角	yjjn
眼界	yjjp
研究	yjjq
厌倦	yjjr
严峻	yjjy
药监局	yjju
眼科	yjke
严苛	yjke2
有机可乘	yjki
严加看管	yjkg
眼看	yjkj
眼眶	yjkl
严控	yjks
严酷	yjku
一举两得	yjld
眼里	yjli
严令	yjlk
演练	yjlm
颜料	yjln
阎罗	yjlo
腰肌劳损	yjls
沿路	yjlu
以假乱真	yjlv
冤家路窄	yjlv2
眼泪	yjlw
言论	yjly
一家老小	yjlx
有句老话	yjlh
烟民	yjmb
严密	yjmi
严明	yjmk
颜面	yjmm
淹没	yjmo
眼眸	yjmz
湮灭	yjmp
烟幕	yjmu
焉能	yjng
也就那样	yjny
一将难求	yjnq
赝品	yjpb
眼皮	yjpi
延期	yjqi
言情	yjqk
烟枪	yjql
眼前	yjqm
眼球	yjqq
眼圈	yjqr
燕雀	yjqt
一见倾心	yjqx
炎热	yjre
一见如故	yjrg
俨然	yjrj
俨如	yjru
腌肉	yjrz
一家人	yjrf
由俭入奢易	yjry
一家人不说两家话	yjrh
研究所	yjso
颜色	yjse
淹死	yjsi
盐酸	yjsr
严肃	yjsu
语惊四座	yjsz
一家三口	yjsk
一己私利	yjsl
研讨	yjtc
烟台	yjtd
掩体	yjti
言谈	yjtj
异军突起	yjtq
沿途	yjtu
烟头	yjtz
永结同心	yjtx
眼疾手快	yjuk
一箭双雕	yjud
眼神	yjuf
延伸	yjuf2
衍生	yjug
掩饰	yjui
演示	yjui2
演说	yjuo
眼熟	yjuu
盐水	yjuv
验收	yjuz
眼霜	yjul
引颈受戮	yjul2
眼罩	yjvc
沿着	yjve
验证	yjvg
炎症	yjvg2
研制	yjvi
一技之长	yjvi2
延展	yjvj
眼拙	yjvo
一见钟情	yjvq
严重	yjvs
一己之私	yjvs2
眼珠	yjvu
远见卓识	yjvu2
一家之言	yjvy
兖州	yjvz
欲加之罪	yjvz2
一箭之地	yjvd
一家之主	yjvv
阎王	yjwh
燕窝	yjwo
殃及无辜	yjwg
有进无退	yjwt
有教无类	yjwl
延误	yjwu
厌恶	yjwu2
烟味	yjww
有惊无险	yjwx
远近闻名	yjwm
演戏	yjxi
用尽心机	yjxj
英俊潇洒	yjxs
言行	yjxk
郁金香	yjxl
沿线	yjxm
研修	yjxq
养精蓄锐	yjxr
验血	yjxt
延续	yjxu
眼下	yjxx
烟熏	yjxy
以儆效尤	yjxy2
烟瘾	yjyb
又惊又喜	yjyx
有鉴于此	yjyc
言尽于此	yjyc2
一举一动	yjyd
寓教于乐	yjyl
烟叶	yjye
言简意赅	yjyg
咬紧牙关	yjyg2
艳阳	yjyh
演绎	yjyi
眼影	yjyk
有借有还，再借不难	yjyn
业精于勤	yjyq
演员	yjyr
沿用	yjys
言语	yjyu
一惊一乍	yjyv
咽炎	yjyj
燕子	yjzi
牙尖嘴利	yjzl
烟嘴	yjzv
演奏	yjzz
迎宾	ykbb
英镑	ykbh
硬币	ykbi
应变	ykbm
一客不烦二主	ykbv
英才	ykcd
英寸	ykcy
应答	ykda
赢得	ykde
应当	ykdh
营地	ykdi
影碟	ykdp
硬度	ykdu
应对	ykdv
一看到	ykdc
婴儿	yker
一哭二闹三上吊	yked
英法	ykfa
迎风	ykfg
营房	ykfh
应付	ykfu
亦可覆舟	ykfv
应该	ykgd
荧光	ykgl
英国	ykgo
迎合	ykhe
英豪	ykhc
婴孩	ykhd
英汉	ykhj
萦怀	ykhk
萤火	ykho
赢回	ykhv
樱花	ykhx
英魂	ykhy
迎候	ykhz
一颗红心两手准备	ykhb
英超	ykic
映衬	ykif
影城	ykig
英尺	ykii
迎春	ykiy
应酬	ykiz
迎接	ykjp
有口皆碑	ykjb
应急	ykji
应景	ykjk
硬件	ykjm
营救	ykjq
云开见日	ykjr
影剧	ykju
赢家	ykjx
英俊	ykjy
应考	ykkc
盈亏	ykkv
赢了	ykle
盈利	ykli
一颗老鼠屎	yklu
一颗老鼠屎，坏了一锅粥	yklv
迎来	ykld
硬朗	yklh
英伦	ykly
英灵	yklk
英烈	yklp
影迷	ykmi
英明	ykmk
迎面	ykmm
英模	ykmo
英美	ykmw
应诺	ykno
应纳	ykna
有口难言	ykny
有口难分	yknf
有口难辩	yknb
影片	ykpm
应聘	ykpb
硬盘	ykpj
荧屏	ykpk
一块钱	ykqm
一刻千金	ykqj
一口气	ykqi
盈缺	ykqt
鹰犬	ykqr
赢取	ykqu
萦绕	ykrc
云开日出	ykri
罂粟	yksu
鹰隼	yksy
忆苦思甜	ykst
樱桃	yktc
硬体	ykti
影坛	yktj
硬挺	yktk
异口同声	yktu
迎头	yktz
映射	ykue
影射	ykue2
应声	ykug
硬伤	ykuh
影视	ykui
应税	ykuv
硬说	ykuo
应收	ykuz
一块石头落了地	ykud
鹰爪	ykvc
营寨	ykvd
迎着	ykve
应征	ykvg
营长	ykvh
英制	ykvi
迎战	ykvj
一刻钟	ykvs
英文	ykwf
欲哭无泪	ykwl
硬卧	ykwo
鹦鹉	ykwu
应为	ykww
有口无心	ykwx
哑口无言	ykwy2
影响	ykxl
迎新	ykxb
影星	ykxk
营销	ykxn
英雄	ykxs
应用	ykys
影音	ykyb
应邀	ykyc
一口咬定	ykyd
营业	ykye
营养	ykyh
应验	ykyj
盈盈	ykyk
影院	ykyr
英语	ykyu
营运	ykyy
应由	ykyz
营造	ykzc
影子	ykzi
硬座	ykzo
医科大学	ykdx
一览表	ylbn
一鳞半爪	ylbv
意料不到	ylbd
于理不合	ylbh
一了百了	ylbl
有两把刷子	ylbz
有理不在声高	ylbg
一两次	ylci
一两点	yldm
舆论大哗	yldh
一来二去	yleq
医疗费	ylfw
议论纷纷	ylff
以理服人	ylfr
一路风尘	ylfi
一两个	ylge
一两个月	ylgy
叶落归根	ylgg
用力过猛	ylgm
易拉罐	ylgr
与狼共舞	ylgw
一两回	ylhv
远来和尚好看经	ylhj
鱼龙混杂	ylhz
舆论哗然	ylhr
一路货	ylho
一连串	ylir
因利乘便	ylib
一力承当	ylid
疑虑重重	ylii
游乐场	ylih
御林军	yljy
一两句话	yljh
雨露均沾	yljv
因陋就简	yljj
以卵击石	ylju
舆论监督	yljd
伊拉克	ylke
有利可图	ylkt
又来了	ylle
一粒老鼠屎	yllu
一粒老鼠屎，坏了一锅粥	yllv
跃龙门	ylmf
倚老卖老	ylml
一脸迷茫	ylmm
一脸茫然	ylmr
一两年	ylnm
一路平安	ylpa
一落千丈	ylqv
原来如此	ylrc
夜阑人静	ylrj
引狼入室	ylru
迎来送往	ylsw
养老送终	ylsv
叶绿素	ylsu
英伦三岛	ylsd
一两天	yltm
以卵投石	yltu
有利条件	yltj
原来是	ylui
伊丽莎白	ylub
亚历山大	ylud
一路顺风	yluf
衣来伸手	yluu
有理说不清	yluq
意料之中	ylvv
叶落知秋	ylvq
意料之外	ylvw
一览众山小	ylvx
一脸无辜	ylwg
以邻为壑	ylwh
有利无害	ylwh2
与邻为善	ylwu
云里雾里	ylwl
一览无余	ylwy
以礼相待	ylxd
月落星沉	ylxi
娱乐性	ylxk
有两下子	ylxz
一路小跑	ylxp
以泪洗面	ylxm
一力降十会	ylxh
有利有弊	ylyb
越来越差	ylyi
有来有往	ylyw
越来越多	ylyd
又冷又饿	ylye
越来越好	ylyh
越来越像	ylyx
有理有据	ylyj
又累又困	ylyk
娱乐娱乐	ylyl
越来越难	ylyn
妖里妖气	ylyq
一冷一热	ylyr
有零有整	ylyv
有理由	ylyz
摇了摇头	ylyt
越来越少	ylyu
一劳永逸	ylyy
一揽子	ylzi
夜郎自大	ylzd
有理走遍天下	ylzx
一路走到黑	ylzh
耶鲁大学	yldx
有毛病	ymbk
一毛不拔	ymbb
也没办法	ymbf
一面倒	ymdc
烟幕弹	ymdj
一马当先	ymdx
爷们儿	ymer
掩面而泣	ymeq
迎面而来	ymel
羽毛丰满	ymfm
玉门关	ymgr
有目共睹	ymgd
榆木疙瘩	ymgd2
妖魔鬼怪	ymgg
阴谋诡计	ymgj
一码归一码	ymgm
也没关系	ymgx
一抹黑	ymhw
鱼目混珠	ymhv
羊毛出在羊身上	ymiu
一鸣惊人	ymjr
颜面尽失	ymju
夜幕降临	ymjl
也没见	ymjm
眼冒金星	ymjx
压马路	ymlu
一抹亮色	ymls
愚昧落后	ymlh
一目了然	ymlr
圆满落幕	ymlm
一幕幕	ymmu
扬名立万	ymlw
游牧民族	ymmz
倚门卖笑	ymmx
虞美人	ymrf
亚马逊	ymxy
月明星稀	ymxx
以命相搏	ymxb
榆木脑袋	ymnd
亚美尼亚	ymny
一马平川	ympi
羽毛球	ymqq
一毛钱	ymqm
以貌取人	ymqr
缘木求鱼	ymqy
颜面扫地	ymsd
扬眉吐气	ymtq
与民同乐	ymtl
一码事	ymui
一目十行	ymuh
眼明手快	ymuk
英明神武	ymuw
一秒钟	ymvs
一面之缘	ymvy
一面之词	ymvc
一面之交	ymvj
验明正身	ymvu
仰慕之情	ymvq
揠苗助长	ymvv
鱼米之乡	ymvx
有名无实	ymwu
羽毛未丰	ymwf
一命呜呼	ymwh
野马无缰	ymwj
以梦为马	ymwm
愚昧无知	ymwv
一脉相承	ymxi
一脉相通	ymxt
眼明心亮	ymxl
一门心思	ymxs
有没有	ymyz
一模一样	ymyy
英明一世	ymyu
有模有样	ymyy2
圆明园	ymyr
越描越黑	ymyh
夜猫子	ymzi
夜猫子进宅，无事不来	ymzl
一年半载	ynbz
有奶便是娘	ynbn
一年到头	yndt
迎难而上	yneu
遇难成祥	ynix
一年级	ynji
一诺千金	ynqj
一年四季	ynsj
有难同当	yntd
一念之差	ynvi
一念之间	ynvj
云泥之别	ynvb
一念至此	ynvc
一怒之下	ynvx
疑难重症	ynvv
云南省	ynug
以你为荣	ynwr
一年又一年	ynyn
一年一度	ynyd
延年益寿	ynyu
疑难杂症	ynzv
英年早逝	ynzu
一片冰心	ypbx
一片冰心在玉壶	ypbh
眼皮底下	ypdx
一炮而红	ypeh
一屁股债	ypgv
以偏概全	ypgq
一片光明	ypgm
一派胡言	yphy
一片混乱	yphl
一片哗然	yphr
一抔黄土	ypht
一拍即合	ypjh
有屁就放	ypjf
一片焦土	ypjt
一片空白	ypkb
有屁快放	ypkf
有魄力	ypli
一片狼藉	yplj
一拍两散	ypls
一票难求	ypnq
一片片	yppm
一贫如洗	yprx
一盘散沙	ypsu
一片坦途	yptt
一曝十寒	ypuh
一片生机	ypuj
一拼之力	ypvl
一片汪洋	ypwy
硬碰硬	ypyk
有凭有据	ypyj
一颦一笑	ypyx
有朋自远方来	ypzl
燕雀安知鸿鹄之志	yqav
语气不善	yqbu
欲求不满	yqbm
一去不复返	yqbf
移情别恋	yqbl
一窍不通	yqbt
一钱不值	yqbv
有求必应	yqby
优缺点	yqdm
玉砌雕阑	yqdl
一切都有可能	yqdn
一穷二白	yqeb
一清二楚	yqei
右前方	yqfh
意气风发	yqff
粤犬吠雪	yqfx
有其父必有其子	yqfz
欲擒故纵	yqgz
邀请函	yqhj
油腔滑调	yqhd
一气呵成	yqhi
怨气冲天	yqit
元器件	yqjm
一切皆有可能	yqjn
一切尽在不言中	yqjv
勇气可嘉	yqkj
用起来	yqld
以强凌弱	yqlr
以权谋私	yqms
有气没力	yqml
摇旗呐喊	yqnh
有钱能使鬼推磨	yqnm
欲穷千里目，更上一层楼	yqql
欲穷千里目	yqqm
有钱人	yqrf
由浅入深	yqru
以其人之道，还治其人之身	yqru2
一腔热血	yqrx
用其所长	yqsi
异曲同工	yqtg
有期徒刑	yqtx
异曲同工之处	yqti
异曲同工之妙	yqtm
尤其是	yqui
摇钱树	yquu
与其说	yquo
有气质	yqvi
一丘之貉	yqvh
一气之下	yqvx
有气无力	yqwl
有去无回	yqwh
鸦雀无声	yqwu
偃旗息鼓	yqxg
意气相投	yqxt
有情有义	yqyy
寓情于景	yqyj
于情于理	yqyl
予取予求	yqyq
阴晴圆缺	yqyq2
有求于人	yqyr
有求于你	yqyn
意气用事	yqyu
怡情悦性	yqyx
一切随缘	yqsy
一前一后	yqyh
一瘸一拐	yqyg
圆领	yrlk
冤案	yran
元宝	yrbc
用人不当	yrbd
原本	yrbf
原版	yrbj
一日不见	yrbj2
远比	yrbi
援兵	yrbk
渊博	yrbo
遇人不淑	yrbu
仰人鼻息	yrbx
用人不疑	yrby
用人不疑，疑人不用	yrby2
一日不见如隔三秋	yrbq
远大	yrda
远道	yrdc
一人得道	yrdd
圆的	yrde
原地	yrdi
元旦	yrdj
原定	yrdk
圆点	yrdm
远东	yrds
怨毒	yrdu
怨怼	yrdv
迎刃而解	yrej
掩人耳目	yrem
油然而生	yreu
因人而异	yrey
原封	yrfg
与人方便	yrfb
缘分	yrff
远方	yrfh
易如反掌	yrfv
远非	yrfw
一日夫妻百日恩	yrfe
缘故	yrgu
原告	yrgc
优柔寡断	yrgd
远隔	yrge
员工	yrgs
圆管	yrgr
圆规	yrgv
依然故我	yrgw
圆滑	yrhx
怨恨	yrhf
缘何	yrhe
雍容华贵	yrhg
远航	yrhh
圆谎	yrhl
圆环	yrhr
圆弧	yrhu
冤魂	yrhy
猿猴	yrhz
元朝	yric
远程	yrig
原唱	yrih
原产	yrij
原创	yril
远处	yriu
冤仇	yriz
一人吃饱，全家不饿	yrie
愚人节	yrjp
远近	yrjb
圆角	yrjn
原籍	yrji
远景	yrjk
原件	yrjm
援救	yrjq
毅然决然	yrjr
一荣俱荣	yrjr2
一如既往	yrjw
原价	yrjx
冤家	yrjx2
援军	yrjy
与日俱增	yrjz
圆孔	yrks
远看	yrkj
以柔克刚	yrkg
贻人口实	yrku
园林	yrlb
元老	yrlc
原来	yrld
原理	yrli
原谅	yrll
圆脸	yrlm
原料	yrln
院落	yrlo
原路	yrlu
远虑	yrlv
源码	yrma
原貌	yrmc
远门	yrmf
圆梦	yrmg
圆满	yrmj
原名	yrmk
原煤	yrmw
远谋	yrmz
有容乃大	yrnd
元年	yrnm
冤孽	yrnp
怨怒	yrnu
院内	yrnw
原判	yrpj
园圃	yrpu
原配	yrpw
远亲	yrqb
元气	yrqi
冤情	yrqk
元钱	yrqm
一日千里	yrql
圆球	yrqq
圆圈	yrqr
源泉	yrqr2
园区	yrqu
圆润	yrry
猿人	yrrf
依然如故	yrrg
引人入胜	yrru
游人如织	yrrv
一日三餐	yrsc
原色	yrse
冤死	yrsi
院所	yrso
一日三秋	yrsq
元素	yrsu
一日三省	yrsx
艳如桃李	yrtl
远眺	yrtn
原帖	yrtp
圆筒	yrts
原图	yrtu
源头	yrtz
原始	yrui
远涉	yrue
原生	yrug
元帅	yruk
哑然失笑	yrux
有如神助	yruv
元首	yruz
引人深思	yrus
远征	yrvg
院长	yrvh
原值	yrvi
原装	yrvl
远着	yrve
引人注目	yrvm
圆桌	yrvo
援助	yrvu
跃然纸上	yrvu2
圆锥	yrvv
一人之下	yrvx
圆周	yrvz
以人为本	yrwb
与人无争	yrwv
员外	yrwd
原文	yrwf
一日为师，终生为父	yrwf2
愿望	yrwh
冤枉	yrwh2
以人为镜	yrwj
与人为善	yrwu
阅人无数	yrwu2
原位	yrww
原委	yrww2
月如无恨月长圆	yrwy
圆心	yrxb
圆形	yrxk
原想	yrxl
原先	yrxm
音容笑貌	yrxm2
元宵	yrxn
元凶	yrxs
